Unnamed: 0,predictedLabel,cluster_id,url,nodeID,specTableContent,keyValuePairs,domain,hasSpecTable,lang
1955,Computers_and_Accessories,10122930,canadapartsdirect.com/product_info.php?products_id=458042&currency=CAD,_:nodef341ec95732a191c24a087faf8943c8d, Specifications: Category Proliant Processor Sub-Category AMD Opteron Generation G7 Part Number 601116-B21 Products ID 458042 Product Type Processor Kit Processor Type AMD Opteron Processor Core Dodeca-Core Processor Qty 1 Clock Speed 1.7GHz HyperTransport Speed 6400MHz L2 Cache 6MB L3 Cache 12MB 64-bit Processing Yes Process Technology 45nm Processor Socket Socket G34 LGA-1944 Thermal Design Power 65W,"{'': '', 'Processor Type': 'AMD Opteron', 'Products ID': '458042', 'Process Technology': '45nm', 'Thermal Design Power': '65W', 'Category': 'Proliant Processor', 'L3 Cache': '12MB', 'HyperTransport Speed': '6400MHz', '64-bit Processing': 'Yes', 'Part Number': '601116-B21', 'Sub-Category': 'AMD Opteron', 'Product Type': 'Processor Kit', 'L2 Cache': '6MB', 'Generation': 'G7', 'Processor Qty': '1', 'Processor Core': 'Dodeca-Core', 'Processor Socket': 'Socket G34 LGA-1944', 'Clock Speed': '1.7GHz'}",canadapartsdirect.com,1,en
393776,Computers_and_Accessories,10122930,harddrivesdirect.com/product_info.php?products_id=458042,_:nodebd3113cda93a76db43db7652ae9fa37, Specifications: Category Proliant Processo r Sub-Category AMD Opteron Generation G7 Part Number 601116-B21 Products ID 458042 Product Type Processor Kit Processor Type AMD Opteron Processor Core Dodeca-Core Processor Qty 1 Clock Speed 1.7GHz HyperTransport Speed 6400MHz L2 Cache 6MB L3 Cache 12MB 64-bit Processing Yes Process Technology 45nm Processor Socket Socket G34 LGA-1944 Thermal Design Power 65W,"{'': '', 'Thermal Design Power': '65W', 'Part Number': '601116-B21', 'L2 Cache': '6MB', 'Processor Type': 'AMD Opteron', 'Sub-Category': 'AMD Opteron', 'Processor Socket': 'Socket G34 LGA-1944', 'Clock Speed': '1.7GHz', 'HyperTransport Speed': '6400MHz', 'Product Type': 'Processor Kit', 'L3 Cache': '12MB', 'Processor Qty': '1', 'Processor Core': 'Dodeca-Core', 'Process Technology': '45nm', 'Category': 'Proliant Processor', 'Generation': 'G7', 'Products ID': '458042', '64-bit Processing': 'Yes'}",harddrivesdirect.com,1,en
435097,Computers_and_Accessories,10122930,sillworks.com/product_info.php?products_id=458042&currency=USD,_:nodee5e5dfe84aa96ed36369a784a2627, Specifications: Category Proliant Processor Sub-Category AMD Opteron Generation G7 Part Number 601116-B21 Products ID 458042 Product Type Processor Kit Processor Type AMD Opteron Processor Core Dodeca-Core Processor Qty 1 Clock Speed 1.7GHz HyperTransport Speed 6400MHz L2 Cache 6MB L3 Cache 12MB 64-bit Processing Yes Process Technology 45nm Processor Socket Socket G34 LGA-1944 Thermal Design Power 65W,"{'': '', 'Processor Type': 'AMD Opteron', 'Part Number': '601116-B21', 'Product Type': 'Processor Kit', 'Category': 'Proliant Processor', 'Thermal Design Power': '65W', 'L3 Cache': '12MB', 'HyperTransport Speed': '6400MHz', '64-bit Processing': 'Yes', 'Products ID': '458042', 'Processor Socket': 'Socket G34 LGA-1944', 'L2 Cache': '6MB', 'Sub-Category': 'AMD Opteron', 'Process Technology': '45nm', 'Processor Qty': '1', 'Clock Speed': '1.7GHz', 'Generation': 'G7', 'Processor Core': 'Dodeca-Core'}",sillworks.com,1,en
606207,Computers_and_Accessories,10122930,usapartsdirect.com/canada/product_info.php?products_id=458042,_:node881fc7feec6461e48804bb6dfe32516, Specifications: Category Proliant Processor Sub-Category AMD Opteron Generation G7 Part Number 601116-B21 Products ID 458042 Product Type Processor Kit Processor Type AMD Opteron Processor Core Dodeca-Core Processor Qty 1 Clock Speed 1.7GHz HyperTransport Speed 6400MHz L2 Cache 6MB L3 Cache 12MB 64-bit Processing Yes Process Technology 45nm Processor Socket Socket G34 LGA-1944 Thermal Design Power 65W,"{'Part Number': '601116-B21', 'Category': 'Proliant Processor', 'Generation': 'G7', 'Process Technology': '45nm', 'Processor Qty': '1', 'L3 Cache': '12MB', 'Sub-Category': 'AMD Opteron', '': '', 'Clock Speed': '1.7GHz', 'Thermal Design Power': '65W', 'Processor Core': 'Dodeca-Core', 'Product Type': 'Processor Kit', 'L2 Cache': '6MB', 'Processor Socket': 'Socket G34 LGA-1944', 'HyperTransport Speed': '6400MHz', 'Processor Type': 'AMD Opteron', '64-bit Processing': 'Yes', 'Products ID': '458042'}",usapartsdirect.com,1,en
683301,Computers_and_Accessories,9944676,canadapartsdirect.com/product_info.php?products_id=458276&currency=CAD,_:node32285aa5fa67ab80222bc241ac752d2, Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 442995-B21 Products ID 458276 Product Type Processor Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 1.86GHz Bus Speed 1066MHz L2 Cache 8MB 64-bit Processing Yes Process Technology 65nm Processor Socket Socket J LGA-771 Thermal Design Power 50W,"{'': '', 'Processor Type': 'Intel Xeon', 'Processor Socket': 'Socket J LGA-771', 'Category': 'Proliant Processor', 'Generation': 'G3', 'Process Technology': '65nm', 'Processor Qty': '1', 'Bus Speed': '1066MHz', 'Product Type': 'Processor', 'Part Number': '442995-B21', 'Products ID': '458276', 'Thermal Design Power': '50W', '64-bit Processing': 'Yes', 'L2 Cache': '8MB', 'Processor Core': 'Quad-Core', 'Sub-Category': 'Intel Xeon', 'Clock Speed': '1.86GHz'}",canadapartsdirect.com,1,en
513945,Computers_and_Accessories,9944676,sillworks.com/product_info.php?products_id=458276,_:node1fba59501474f40e52d069b454c5f7, Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 442995-B21 Products ID 458276 Product Type Processor Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 1.86GHz Bus Speed 1066MHz L2 Cache 8MB 64-bit Processing Yes Process Technology 65nm Processor Socket Socket J LGA-771 Thermal Design Power 50W,"{'': '', 'Part Number': '442995-B21', 'Processor Socket': 'Socket J LGA-771', 'Product Type': 'Processor', 'Process Technology': '65nm', 'Processor Core': 'Quad-Core', 'Bus Speed': '1066MHz', 'Generation': 'G3', 'Sub-Category': 'Intel Xeon', 'Category': 'Proliant Processor', 'Processor Qty': '1', 'Processor Type': 'Intel Xeon', 'Products ID': '458276', 'Thermal Design Power': '50W', 'Clock Speed': '1.86GHz', '64-bit Processing': 'Yes', 'L2 Cache': '8MB'}",sillworks.com,1,en
513946,Computers_and_Accessories,9944676,harddrivesdirect.com/product_info.php?products_id=458276,_:nodefb61c154bfd7ef4c83d962932d2b2778, Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 442995-B21 Products ID 458276 Product Type Processor Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 1.86GHz Bus Speed 1066MHz L2 Cache 8MB 64-bit Processing Yes Process Technology 65nm Processor Socket Socket J LGA-771 Thermal Design Power 50W,"{'': '', 'Part Number': '442995-B21', 'Processor Socket': 'Socket J LGA-771', 'Product Type': 'Processor', 'Process Technology': '65nm', 'Processor Core': 'quad-core', 'Bus Speed': '1066MHz', 'Generation': 'G3', 'Sub-Category': 'Intel Xeon', 'Category': 'Proliant Processor', 'Processor Qty': '1', 'Processor Type': 'Intel Xeon', 'Products ID': '458276', 'Thermal Design Power': '50W', 'Clock Speed': '1.86GHz', '64-bit Processing': 'Yes', 'L2 Cache': '8MB'}",harddrivesdirect.com,1,en
513947,Computers_and_Accessories,9944676,usapartsdirect.com/canada/product_info.php?products_id=458276,_:node38cd0f58d1e34d18552e2838e67e1, Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 442995-B21 Products ID 458276 Product Type Processor Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 1.86GHz Bus Speed 1066MHz L2 Cache 8MB 64-bit Processing Yes Process Technology 65nm Processor Socket Socket J LGA-771 Thermal Design Power 50W,"{'': '', 'Part Number': '442995-B21', 'Processor Socket': 'Socket J LGA-771', 'Product Type': 'Processor', 'Process Technology': '65nm', 'Processor Core': 'quad-core', 'Bus Speed': '1066MHz', 'Generation': 'G3', 'Sub-Category': 'Intel Xeon', 'Category': 'Proliant Processor', 'Processor Qty': '1', 'Processor Type': 'Intel Xeon', 'Products ID': '458276', 'Thermal Design Power': '50W', 'Clock Speed': '1.86GHz', '64-bit Processing': 'Yes', 'L2 Cache': '8MB'}",usapartsdirect.com,1,en
1696,Computers_and_Accessories,1009507,cclonline.com/product/241769/P200-SINGLE/Mains-Networking/Tenda-P200-200mbps-Mini-PowerLine-Adapter/NET2779/,_:node20ff2ac2ab3319aa25e0b3ebf9a0d46, Item Details Manufacturer Tenda Part Number P200-SINGLE EAN 6932849415018 Condition New,"{'Condition': 'New', 'Part Number': 'P200-SINGLE', 'EAN': '6932849415018', 'Manufacturer': 'Tenda'}",cclonline.com,1,en
4017,Computers_and_Accessories,10354400,cect-shop.com/en/xiaomi-redmi-pro-5-5-inch-oled-2-5d-fhd-3gb-ram-64gb-rom-64-bit-mediatek-mtk6797t-deka-core-2-5ghz-4000mah-4g-lte,_:node7f2444df3d6fa15fb98baf60787f3878, MicroSD / TF memory card (8GB) GBP 4.41 MicroSD / TF memory card (16GB) GBP 8.83 MicroSD / TF memory card (32GB) GBP 15.90 MicroSD / TF memory card (64GB) GBP 26.51 MicroSD / TF memory card (128GB) GBP 39.77,"{'MicroSD / TF memory card (8GB)': 'GBP 4.41', 'MicroSD / TF memory card (32GB)': 'GBP 15.90', 'MicroSD / TF memory card (64GB)': 'GBP 26.51', 'MicroSD / TF memory card (128GB)': 'GBP 39.77', 'MicroSD / TF memory card (16GB)': 'GBP 8.83'}",cect-shop.com,1,en
186975,Computers_and_Accessories,11485700,databug.com/Dell-Enterprise-HDD-1TB-p/0mt795.htm,_:node436f605259e27cd65839a239787c6," Product Enterprise class hard disk drive Brand Dell Interface Serial ATA Interface Transfer Rate 3 Gb/s SAS Compliancy Fits in SAS back-plane and supported by SAS Controllers Spindle Speed 7200-RPM Formatted Capacity 1 TB Average Seek Read/Write 8.5 / 9.5 ms Average Latency 4.16 ms HD Tray/Carrier Included Hot-plug Yes Native Command Queueing* (NCQ) Yes Availability 24/7/365 - Designed for servers and storage systems Form Factor 3.5-inch Compatible Bay 1 x internal - 3.5"" SAS/SATA Multi Drive RAID Support Yes Compatibility Select PowerEdge and PowerVault systems","{'Availability': '24/7/365 - Designed for servers and storage systems', 'Compatible Bay': '1 x internal - 3.5"" SAS/SATA', 'Hot-plug': 'Yes', 'Interface': 'Serial ATA', 'Form Factor': '3.5cm', 'Native Command Queueing* (NCQ)': 'Yes', 'Multi Drive RAID Support': 'Yes', 'SAS Compliancy': 'Fits in SAS back-plane and supported by SAS Controllers', 'Spindle Speed': '7200-RPM', 'Compatibility': 'Select PowerEdge and PowerVault systems', 'Average Seek Read/Write': '8.5 / 9.5 ms', 'Formatted Capacity': '1 TB', 'Product': 'Enterprise class hard disk drive', 'HD Tray/Carrier': 'Included', 'Average Latency': '4.16 ms', 'Brand': 'Dell', 'Interface Transfer Rate': '3 Gb/s'}",databug.com,1,en
142274,Computers_and_Accessories,11498700,databug.com/Dell-Enterprise-HDD-1TB-p/341-8354.htm,_:node9333827ab9189ba1967109139bcebab," Product Enterprise class hard disk drive Brand Dell Interface Serial ATA Interface Transfer Rate 3 Gb/s SAS Compliancy Fits in SAS back-plane and supported by SAS Controllers Spindle Speed 7200-RPM Formatted Capacity 1 TB Average Seek Read/Write 8.5 / 9.5 ms Average Latency 4.16 ms HD Tray/Carrier Included Hot-plug Yes Native Command Queueing* (NCQ) Yes Availability 24/7/365 - Designed for servers and storage systems Form Factor 3.5-inch Compatible Bay 1 x internal - 3.5"" SAS/SATA Multi Drive RAID Support Yes Compatibility Select PowerEdge and PowerVault systems","{'Hot-plug': 'Yes', 'Form Factor': '3.5cm', 'Interface': 'Serial ATA', 'Average Seek Read/Write': '8.5 / 9.5 ms', 'Native Command Queueing* (NCQ)': 'Yes', 'Spindle Speed': '7200-RPM', 'Multi Drive RAID Support': 'Yes', 'Interface Transfer Rate': '3 Gb/s', 'Availability': '24/7/365 - Designed for servers and storage systems', 'Brand': 'Dell', 'HD Tray/Carrier': 'Included', 'Compatibility': 'Select PowerEdge and PowerVault systems', 'Formatted Capacity': '1 TB', 'Average Latency': '4.16 ms', 'Product': 'Enterprise class hard disk drive', 'Compatible Bay': '1 x internal - 3.5"" SAS/SATA', 'SAS Compliancy': 'Fits in SAS back-plane and supported by SAS Controllers'}",databug.com,1,en
